역명,일자, 이용인원 , 승차인원 , 하차인원 
계양,2024-02-14,7663,3790,3873
귤현,2024-02-14,2251,868,1383
박촌,2024-02-14,7514,3949,3565
임학,2024-02-14,16257,8328,7929
계산,2024-02-14,19289,9806,9483
경인교대입구,2024-02-14,10684,5301,5383
작전,2024-02-14,28026,14246,13780
갈산,2024-02-14,20192,10250,9942
부평구청,2024-02-14,12982,6328,6654
부평시장,2024-02-14,26605,13290,13315
부평,2024-02-14,14133,6963,7170
동수,2024-02-14,8613,4367,4246
부평삼거리,2024-02-14,5001,2459,2542
간석오거리,2024-02-14,21773,11297,10476
인천시청,2024-02-14,11116,5623,5493
예술회관,2024-02-14,25403,12446,12957
인천터미널,2024-02-14,27063,13432,13631
문학경기장,2024-02-14,3659,1786,1873
선학,2024-02-14,12495,6173,6322
신연수,2024-02-14,10639,5447,5192
원인재,2024-02-14,5610,2985,2625
동춘,2024-02-14,20692,10202,10490
동막,2024-02-14,10596,5679,4917
캠퍼스타운,2024-02-14,11378,5700,5678
테크노파크,2024-02-14,22132,11087,11045
지식정보단지,2024-02-14,10178,4969,5209
인천대입구,2024-02-14,14065,7010,7055
센트럴파크(재외동포청),2024-02-14,7848,3938,3910
국제업무지구,2024-02-14,4077,2094,1983
송도달빛축제공원,2024-02-14,10495,5269,5226
계양,2024-02-15,7226,3580,3646
귤현,2024-02-15,2174,858,1316
박촌,2024-02-15,7247,3757,3490
임학,2024-02-15,15422,7731,7691
계산,2024-02-15,17881,9087,8794
경인교대입구,2024-02-15,10281,5127,5154
작전,2024-02-15,25985,13193,12792
갈산,2024-02-15,18452,9347,9105
부평구청,2024-02-15,12809,6296,6513
부평시장,2024-02-15,24609,12389,12220
부평,2024-02-15,13402,6760,6642
동수,2024-02-15,8016,4036,3980
부평삼거리,2024-02-15,4180,2104,2076
간석오거리,2024-02-15,20633,10706,9927
인천시청,2024-02-15,10467,5232,5235
예술회관,2024-02-15,23087,11376,11711
인천터미널,2024-02-15,24711,12153,12558
문학경기장,2024-02-15,3299,1666,1633
선학,2024-02-15,11346,5672,5674
신연수,2024-02-15,10155,5228,4927
원인재,2024-02-15,5500,2899,2601
동춘,2024-02-15,19898,9748,10150
동막,2024-02-15,10143,5364,4779
캠퍼스타운,2024-02-15,10995,5454,5541
테크노파크,2024-02-15,20737,10385,10352
지식정보단지,2024-02-15,9692,4693,4999
인천대입구,2024-02-15,13484,6791,6693
센트럴파크(재외동포청),2024-02-15,7290,3637,3653
국제업무지구,2024-02-15,4079,2059,2020
송도달빛축제공원,2024-02-15,9621,4822,4799
계양,2024-02-16,7886,3935,3951
귤현,2024-02-16,2380,962,1418
박촌,2024-02-16,7659,4052,3607
임학,2024-02-16,16765,8517,8248
계산,2024-02-16,19709,10046,9663
경인교대입구,2024-02-16,11155,5562,5593
작전,2024-02-16,28654,14576,14078
갈산,2024-02-16,19471,9953,9518
부평구청,2024-02-16,13855,6774,7081
부평시장,2024-02-16,27471,13758,13713
부평,2024-02-16,15242,7443,7799
동수,2024-02-16,8277,4246,4031
부평삼거리,2024-02-16,4911,2484,2427
간석오거리,2024-02-16,22189,11621,10568
인천시청,2024-02-16,11333,5767,5566
예술회관,2024-02-16,26093,12525,13568
인천터미널,2024-02-16,30715,14886,15829
문학경기장,2024-02-16,3549,1813,1736
선학,2024-02-16,12717,6350,6367
신연수,2024-02-16,10905,5614,5291
원인재,2024-02-16,6001,3228,2773
동춘,2024-02-16,21846,10784,11062
동막,2024-02-16,10691,5722,4969
캠퍼스타운,2024-02-16,11932,6011,5921
테크노파크,2024-02-16,23626,11985,11641
지식정보단지,2024-02-16,10283,5072,5211
인천대입구,2024-02-16,15611,7612,7999
센트럴파크(재외동포청),2024-02-16,8473,4237,4236
국제업무지구,2024-02-16,4031,2056,1975
송도달빛축제공원,2024-02-16,10915,5618,5297
계양,2024-02-17,6275,3007,3268
귤현,2024-02-17,1554,741,813
박촌,2024-02-17,5623,2970,2653
임학,2024-02-17,12468,6349,6119
계산,2024-02-17,18309,9102,9207
경인교대입구,2024-02-17,9131,4536,4595
작전,2024-02-17,22527,11605,10922
갈산,2024-02-17,10884,5590,5294
부평구청,2024-02-17,10307,5024,5283
부평시장,2024-02-17,19611,9845,9766
부평,2024-02-17,13971,6949,7022
동수,2024-02-17,5611,2848,2763
부평삼거리,2024-02-17,4485,2185,2300
간석오거리,2024-02-17,17079,8842,8237
인천시청,2024-02-17,7170,3697,3473
예술회관,2024-02-17,18176,8583,9593
인천터미널,2024-02-17,28663,14093,14570
문학경기장,2024-02-17,2887,1385,1502
선학,2024-02-17,10989,5560,5429
신연수,2024-02-17,6577,3520,3057
원인재,2024-02-17,4113,2190,1923
동춘,2024-02-17,15846,7867,7979
동막,2024-02-17,6884,3724,3160
캠퍼스타운,2024-02-17,7886,4163,3723
테크노파크,2024-02-17,18981,9391,9590
지식정보단지,2024-02-17,4337,2215,2122
인천대입구,2024-02-17,10645,5353,5292
센트럴파크(재외동포청),2024-02-17,6918,3388,3530
국제업무지구,2024-02-17,2021,1052,969
송도달빛축제공원,2024-02-17,8691,4430,4261
계양,2024-02-18,4333,1937,2396
귤현,2024-02-18,1006,453,553
박촌,2024-02-18,3997,2109,1888
임학,2024-02-18,8672,4335,4337
계산,2024-02-18,12696,6356,6340
경인교대입구,2024-02-18,6946,3463,3483
작전,2024-02-18,14214,7222,6992
갈산,2024-02-18,6504,3281,3223
부평구청,2024-02-18,7326,3586,3740
부평시장,2024-02-18,13844,6876,6968
부평,2024-02-18,9480,4962,4518
동수,2024-02-18,4123,2058,2065
부평삼거리,2024-02-18,3114,1525,1589
간석오거리,2024-02-18,11882,6152,5730
인천시청,2024-02-18,5028,2597,2431
예술회관,2024-02-18,11496,5593,5903
인천터미널,2024-02-18,21295,10801,10494
문학경기장,2024-02-18,1916,928,988
선학,2024-02-18,7330,3646,3684
신연수,2024-02-18,4145,2090,2055
원인재,2024-02-18,2319,1233,1086
동춘,2024-02-18,10790,5292,5498
동막,2024-02-18,4391,2279,2112
캠퍼스타운,2024-02-18,5561,2813,2748
테크노파크,2024-02-18,14654,7273,7381
지식정보단지,2024-02-18,2900,1389,1511
인천대입구,2024-02-18,7130,3409,3721
센트럴파크(재외동포청),2024-02-18,4216,2124,2092
국제업무지구,2024-02-18,891,480,411
송도달빛축제공원,2024-02-18,5926,2943,2983
계양,2024-02-19,6884,3427,3457
귤현,2024-02-19,2207,851,1356
박촌,2024-02-19,7038,3708,3330
임학,2024-02-19,15332,7733,7599
계산,2024-02-19,17757,8970,8787
경인교대입구,2024-02-19,10145,5073,5072
작전,2024-02-19,25919,13136,12783
갈산,2024-02-19,18789,9533,9256
부평구청,2024-02-19,12751,6215,6536
부평시장,2024-02-19,25095,12560,12535
부평,2024-02-19,12953,6409,6544
동수,2024-02-19,8045,4090,3955
부평삼거리,2024-02-19,4332,2175,2157
간석오거리,2024-02-19,20463,10702,9761
인천시청,2024-02-19,10277,5182,5095
예술회관,2024-02-19,23210,11455,11755
인천터미널,2024-02-19,24546,12040,12506
문학경기장,2024-02-19,3303,1608,1695
선학,2024-02-19,11083,5533,5550
신연수,2024-02-19,10354,5263,5091
원인재,2024-02-19,5509,2896,2613
동춘,2024-02-19,19184,9402,9782
동막,2024-02-19,9634,5020,4614
캠퍼스타운,2024-02-19,10691,5379,5312
테크노파크,2024-02-19,19784,9964,9820
지식정보단지,2024-02-19,9593,4645,4948
인천대입구,2024-02-19,12178,6134,6044
센트럴파크(재외동포청),2024-02-19,6857,3457,3400
국제업무지구,2024-02-19,3936,2027,1909
송도달빛축제공원,2024-02-19,9642,4893,4749
계양,2024-02-20,7408,3677,3731
귤현,2024-02-20,2226,880,1346
박촌,2024-02-20,7472,3906,3566
임학,2024-02-20,16212,8148,8064
계산,2024-02-20,18276,9219,9057
경인교대입구,2024-02-20,10480,5217,5263
작전,2024-02-20,27657,14002,13655
갈산,2024-02-20,19458,9850,9608
부평구청,2024-02-20,13292,6516,6776
부평시장,2024-02-20,26347,13170,13177
부평,2024-02-20,13485,6868,6617
동수,2024-02-20,8446,4220,4226
부평삼거리,2024-02-20,4552,2294,2258
간석오거리,2024-02-20,21259,10975,10284
인천시청,2024-02-20,11189,5714,5475
예술회관,2024-02-20,24165,11883,12282
인천터미널,2024-02-20,25176,12394,12782
문학경기장,2024-02-20,3787,1936,1851
선학,2024-02-20,12114,6116,5998
신연수,2024-02-20,11090,5599,5491
원인재,2024-02-20,5823,3098,2725
동춘,2024-02-20,20316,9871,10445
동막,2024-02-20,10004,5344,4660
캠퍼스타운,2024-02-20,11125,5565,5560
테크노파크,2024-02-20,21151,10597,10554
지식정보단지,2024-02-20,9973,4749,5224
인천대입구,2024-02-20,12985,6459,6526
센트럴파크(재외동포청),2024-02-20,7489,3757,3732
국제업무지구,2024-02-20,4155,2156,1999
송도달빛축제공원,2024-02-20,10006,5046,4960
계양,2024-02-21,7021,3500,3521
귤현,2024-02-21,2164,869,1295
박촌,2024-02-21,7180,3726,3454
임학,2024-02-21,15273,7643,7630
계산,2024-02-21,17747,9004,8743
경인교대입구,2024-02-21,10036,4977,5059
작전,2024-02-21,26110,13155,12955
갈산,2024-02-21,19201,9753,9448
부평구청,2024-02-21,13146,6495,6651
부평시장,2024-02-21,25194,12691,12503
부평,2024-02-21,13375,6773,6602
동수,2024-02-21,8165,4145,4020
부평삼거리,2024-02-21,4269,2133,2136
간석오거리,2024-02-21,20522,10674,9848
인천시청,2024-02-21,10846,5493,5353
예술회관,2024-02-21,23668,11617,12051
인천터미널,2024-02-21,24252,11941,12311
문학경기장,2024-02-21,3265,1656,1609
선학,2024-02-21,11485,5686,5799
신연수,2024-02-21,10346,5233,5113
원인재,2024-02-21,5717,3037,2680
동춘,2024-02-21,19672,9592,10080
동막,2024-02-21,10367,5546,4821
캠퍼스타운,2024-02-21,10676,5356,5320
테크노파크,2024-02-21,20529,10319,10210
지식정보단지,2024-02-21,9805,4725,5080
인천대입구,2024-02-21,13650,6135,7515
센트럴파크(재외동포청),2024-02-21,7189,3576,3613
국제업무지구,2024-02-21,3933,2027,1906
송도달빛축제공원,2024-02-21,9459,4812,4647
계양,2024-02-22,7835,3897,3938
귤현,2024-02-22,2263,886,1377
박촌,2024-02-22,7758,4034,3724
임학,2024-02-22,16819,8569,8250
계산,2024-02-22,19581,9939,9642
경인교대입구,2024-02-22,10904,5504,5400
작전,2024-02-22,28536,14512,14024
갈산,2024-02-22,20270,10207,10063
부평구청,2024-02-22,14474,7138,7336
부평시장,2024-02-22,26852,13497,13355
부평,2024-02-22,14134,7130,7004
동수,2024-02-22,8696,4410,4286
부평삼거리,2024-02-22,4762,2447,2315
간석오거리,2024-02-22,21939,11533,10406
인천시청,2024-02-22,11679,5882,5797
예술회관,2024-02-22,25321,12425,12896
인천터미널,2024-02-22,26900,13343,13557
문학경기장,2024-02-22,3681,1894,1787
선학,2024-02-22,12493,6325,6168
신연수,2024-02-22,11581,5781,5800
원인재,2024-02-22,6038,3220,2818
동춘,2024-02-22,21969,10668,11301
동막,2024-02-22,11272,5875,5397
캠퍼스타운,2024-02-22,11856,5944,5912
테크노파크,2024-02-22,22947,11474,11473
지식정보단지,2024-02-22,10586,5136,5450
인천대입구,2024-02-22,15220,7654,7566
센트럴파크(재외동포청),2024-02-22,8137,4050,4087
국제업무지구,2024-02-22,4361,2215,2146
송도달빛축제공원,2024-02-22,10472,5299,5173
계양,2024-02-23,7897,3868,4029
귤현,2024-02-23,2278,929,1349
박촌,2024-02-23,8170,4214,3956
임학,2024-02-23,17404,8769,8635
계산,2024-02-23,20420,10501,9919
경인교대입구,2024-02-23,11222,5572,5650
작전,2024-02-23,29141,14779,14362
갈산,2024-02-23,19598,9989,9609
부평구청,2024-02-23,13700,6705,6995
부평시장,2024-02-23,27675,13749,13926
부평,2024-02-23,15103,7461,7642
동수,2024-02-23,8207,4182,4025
부평삼거리,2024-02-23,4731,2406,2325
간석오거리,2024-02-23,21789,11271,10518
인천시청,2024-02-23,11413,5826,5587
예술회관,2024-02-23,26180,12476,13704
인천터미널,2024-02-23,29934,14442,15492
문학경기장,2024-02-23,3755,1910,1845
선학,2024-02-23,12909,6432,6477
신연수,2024-02-23,10817,5558,5259
원인재,2024-02-23,6246,3310,2936
동춘,2024-02-23,22186,10881,11305
동막,2024-02-23,10556,5591,4965
캠퍼스타운,2024-02-23,11912,6139,5773
테크노파크,2024-02-23,23205,11789,11416
지식정보단지,2024-02-23,10190,5099,5091
인천대입구,2024-02-23,15134,8084,7050
센트럴파크(재외동포청),2024-02-23,8467,4245,4222
국제업무지구,2024-02-23,4108,2125,1983
송도달빛축제공원,2024-02-23,10963,5659,5304
계양,2024-02-24,6035,2897,3138
귤현,2024-02-24,1547,725,822
박촌,2024-02-24,5702,3046,2656
임학,2024-02-24,12429,6287,6142
계산,2024-02-24,18897,9500,9397
경인교대입구,2024-02-24,9504,4747,4757
작전,2024-02-24,22123,11453,10670
갈산,2024-02-24,11262,5708,5554
부평구청,2024-02-24,10143,5021,5122
부평시장,2024-02-24,19424,9681,9743
부평,2024-02-24,14742,7371,7371
동수,2024-02-24,5494,2836,2658
부평삼거리,2024-02-24,4342,2156,2186
간석오거리,2024-02-24,16652,8626,8026
인천시청,2024-02-24,7288,3815,3473
예술회관,2024-02-24,18989,8998,9991
인천터미널,2024-02-24,28365,13798,14567
문학경기장,2024-02-24,3058,1478,1580
선학,2024-02-24,10570,5223,5347
신연수,2024-02-24,6280,3348,2932
원인재,2024-02-24,3522,1928,1594
동춘,2024-02-24,15427,7698,7729
동막,2024-02-24,6856,3587,3269
캠퍼스타운,2024-02-24,7988,4151,3837
테크노파크,2024-02-24,19064,9558,9506
지식정보단지,2024-02-24,4240,2192,2048
인천대입구,2024-02-24,11588,5666,5922
센트럴파크(재외동포청),2024-02-24,7134,3561,3573
국제업무지구,2024-02-24,1891,999,892
송도달빛축제공원,2024-02-24,8358,4248,4110
계양,2024-02-25,4260,1969,2291
귤현,2024-02-25,1102,490,612
박촌,2024-02-25,4222,2231,1991
임학,2024-02-25,9139,4617,4522
계산,2024-02-25,12707,6291,6416
경인교대입구,2024-02-25,7283,3623,3660
작전,2024-02-25,14642,7402,7240
갈산,2024-02-25,7222,3709,3513
부평구청,2024-02-25,7440,3681,3759
부평시장,2024-02-25,14665,7374,7291
부평,2024-02-25,10137,5338,4799
동수,2024-02-25,4089,2075,2014
부평삼거리,2024-02-25,3035,1526,1509
간석오거리,2024-02-25,12248,6362,5886
인천시청,2024-02-25,5357,2655,2702
예술회관,2024-02-25,12886,6173,6713
인천터미널,2024-02-25,23112,11663,11449
문학경기장,2024-02-25,1505,746,759
선학,2024-02-25,7645,3753,3892
신연수,2024-02-25,4412,2248,2164
원인재,2024-02-25,2981,1554,1427
동춘,2024-02-25,9640,4775,4865
동막,2024-02-25,4625,2396,2229
캠퍼스타운,2024-02-25,5927,2957,2970
테크노파크,2024-02-25,15600,7779,7821
지식정보단지,2024-02-25,2972,1464,1508
인천대입구,2024-02-25,7778,3824,3954
센트럴파크(재외동포청),2024-02-25,4527,2212,2315
국제업무지구,2024-02-25,827,431,396
송도달빛축제공원,2024-02-25,6489,3217,3272
계양,2024-02-26,7422,3638,3784
귤현,2024-02-26,2258,896,1362
박촌,2024-02-26,7286,3804,3482
임학,2024-02-26,15901,8047,7854
계산,2024-02-26,18948,9558,9390
경인교대입구,2024-02-26,10770,5406,5364
작전,2024-02-26,27563,14016,13547
갈산,2024-02-26,19238,9726,9512
부평구청,2024-02-26,13795,6830,6965
부평시장,2024-02-26,26357,13253,13104
부평,2024-02-26,13706,6895,6811
동수,2024-02-26,8226,4168,4058
부평삼거리,2024-02-26,4742,2383,2359
간석오거리,2024-02-26,21330,11095,10235
인천시청,2024-02-26,10692,5358,5334
예술회관,2024-02-26,24047,11872,12175
인천터미널,2024-02-26,26316,12938,13378
문학경기장,2024-02-26,3656,1822,1834
선학,2024-02-26,11815,5953,5862
신연수,2024-02-26,10813,5495,5318
원인재,2024-02-26,5729,3045,2684
동춘,2024-02-26,20688,10102,10586
동막,2024-02-26,10119,5311,4808
캠퍼스타운,2024-02-26,11224,5679,5545
테크노파크,2024-02-26,21476,10789,10687
지식정보단지,2024-02-26,9937,4818,5119
인천대입구,2024-02-26,13072,6510,6562
센트럴파크(재외동포청),2024-02-26,7500,3732,3768
국제업무지구,2024-02-26,4000,2069,1931
송도달빛축제공원,2024-02-26,10326,5080,5246
계양,2024-02-27,7806,3844,3962
귤현,2024-02-27,2320,914,1406
박촌,2024-02-27,7293,3791,3502
임학,2024-02-27,16220,8163,8057
계산,2024-02-27,19449,9772,9677
경인교대입구,2024-02-27,10831,5285,5546
작전,2024-02-27,28001,14222,13779
갈산,2024-02-27,19439,9917,9522
부평구청,2024-02-27,14031,6920,7111
부평시장,2024-02-27,26976,13492,13484
부평,2024-02-27,13405,6691,6714
동수,2024-02-27,8311,4186,4125
부평삼거리,2024-02-27,4825,2408,2417
간석오거리,2024-02-27,21631,11240,10391
인천시청,2024-02-27,11159,5627,5532
예술회관,2024-02-27,24516,11953,12563
인천터미널,2024-02-27,26633,13078,13555
문학경기장,2024-02-27,3614,1823,1791
선학,2024-02-27,12053,6051,6002
신연수,2024-02-27,10976,5559,5417
원인재,2024-02-27,5909,3142,2767
동춘,2024-02-27,20787,10177,10610
동막,2024-02-27,10504,5574,4930
캠퍼스타운,2024-02-27,11447,5714,5733
테크노파크,2024-02-27,22394,11187,11207
지식정보단지,2024-02-27,9929,4827,5102
인천대입구,2024-02-27,13073,6496,6577
센트럴파크(재외동포청),2024-02-27,8017,4050,3967
국제업무지구,2024-02-27,4139,2118,2021
송도달빛축제공원,2024-02-27,10611,5398,5213
계양,2024-02-28,7691,3852,3839
귤현,2024-02-28,2295,902,1393
박촌,2024-02-28,7497,3930,3567
임학,2024-02-28,16393,8237,8156
계산,2024-02-28,19606,9923,9683
경인교대입구,2024-02-28,10639,5296,5343
작전,2024-02-28,28049,14160,13889
갈산,2024-02-28,19271,9735,9536
부평구청,2024-02-28,13648,6727,6921
부평시장,2024-02-28,27196,13608,13588
부평,2024-02-28,14031,6956,7075
동수,2024-02-28,8365,4272,4093
부평삼거리,2024-02-28,4928,2479,2449
간석오거리,2024-02-28,21936,11361,10575
인천시청,2024-02-28,10892,5476,5416
예술회관,2024-02-28,25563,12505,13058
인천터미널,2024-02-28,27092,13285,13807
문학경기장,2024-02-28,3651,1856,1795
선학,2024-02-28,12578,6273,6305
신연수,2024-02-28,10628,5452,5176
원인재,2024-02-28,6081,3286,2795
동춘,2024-02-28,20985,10265,10720
동막,2024-02-28,10415,5547,4868
캠퍼스타운,2024-02-28,11504,5804,5700
테크노파크,2024-02-28,22438,11246,11192
지식정보단지,2024-02-28,10121,4875,5246
인천대입구,2024-02-28,13450,6732,6718
센트럴파크(재외동포청),2024-02-28,8031,4000,4031
국제업무지구,2024-02-28,4082,2094,1988
송도달빛축제공원,2024-02-28,10640,5339,5301
계양,2024-02-29,7867,3902,3965
귤현,2024-02-29,2193,875,1318
박촌,2024-02-29,7415,3942,3473
임학,2024-02-29,16566,8340,8226
계산,2024-02-29,20268,10375,9893
경인교대입구,2024-02-29,11375,5882,5493
작전,2024-02-29,28505,14597,13908
갈산,2024-02-29,19215,9800,9415
부평구청,2024-02-29,13658,6786,6872
부평시장,2024-02-29,27323,13675,13648
부평,2024-02-29,14815,7243,7572
동수,2024-02-29,8326,4226,4100
부평삼거리,2024-02-29,5014,2552,2462
간석오거리,2024-02-29,21971,11548,10423
인천시청,2024-02-29,11600,5838,5762
예술회관,2024-02-29,25901,12396,13505
인천터미널,2024-02-29,30054,14411,15643
문학경기장,2024-02-29,3586,1790,1796
선학,2024-02-29,12688,6312,6376
신연수,2024-02-29,10589,5412,5177
원인재,2024-02-29,6095,3148,2947
동춘,2024-02-29,21643,10663,10980
동막,2024-02-29,10521,5627,4894
캠퍼스타운,2024-02-29,11932,6119,5813
테크노파크,2024-02-29,23152,11603,11549
지식정보단지,2024-02-29,9925,4855,5070
인천대입구,2024-02-29,13968,6896,7072
센트럴파크(재외동포청),2024-02-29,8120,3993,4127
국제업무지구,2024-02-29,4127,2132,1995
